Наименование ЛПУ;Адрес ЛПУ;Телефон;Виды помощи
"""Медпомощь 24"" ООО";195112, Санкт-Петербург г, Заневский пр-кт, дом № 71, корпус 2;+7 (812) 333-32-03;Амбулаторно-поликлиническая помощь
"""Мед-Люкс"" ООО";188800, Ленинградская обл, Выборгский р-н, Выборг г, Горная ул, дом № 7;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""Медси Санкт-Петербург"" ООО";191025, Санкт-Петербург г, Марата ул, дом № 6;"+7 (812) 336-33-33
+7 (812) 336-33-33, доб. 007";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Медсанчасть №67"" ООО";198516, Санкт-Петербург г, Петергоф г, Санкт-Петербургский пр-кт, дом № 60;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""МЕДЭКСПЕРТ"" ООО";192029, Санкт-Петербург г, Большой Смоленский пр-кт, дом № 6, корпус лит.А;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";188480, Ленинградская обл, Кингисеппский р-н, Кингисепп г, Крикковское ш, дом № 9;"+7 (812) 493-03-03
+7 (913) 75-45161";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";191186, Санкт-Петербург г, Гороховая ул, дом № 14/26;"+7 (812) 493-03-03
+7 (913) 75-45161";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЕДЭКСПРЕСС-СЕРВИС"" ООО";191186, Санкт-Петербург г, Гороховая ул, дом № 16/71;"+7 (812) 493-03-03
+7 (913) 75-45161";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""ММЦ Профмедицина"" ООО";190000, Санкт-Петербург г, Колпино г, Финляндская ул, дом № 13;+7 (812) 329-25-56;Амбулаторно-поликлиническая помощь
"""ММЦ Профмедицина"" ООО";190000, Санкт-Петербург г, Стачек пр-кт, дом № 47Е;+7 (812) 329-25-56;Амбулаторно-поликлиническая помощь
"""ММЦ Профмедицина"" ООО";Тюменская обл, Тобольск г, 9 мкр, дом № 1Б;+7 (812) 329-25-56;Амбулаторно-поликлиническая помощь
"""МЕНЬШИКОВСКИЙ ФОРПОСТ"" ЦУК"" ООО";198412, Санкт-Петербург г, Ломоносов г, Ораниенбаумский пр-кт, дом № 39;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""ММЦ"" ООО";188730, Ленинградская обл, Приозерский р-н, Новожилово д, Приозерское ш, дом № 3, корпус 4;+7 (812) 406-88-88;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""ММЦ"" ООО";191186, Санкт-Петербург г, Малая Конюшенная ул, дом № 8;+7 (812) 406-88-88;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""МСЧ №157"" ООО";196066, Санкт-Петербург г, Варшавская ул, дом № 100;"+7 (812) 373-78-56
+7 (812) 415-37-00";Амбулаторно-поликлиническая помощь
"""МСЧ работников нефтегазового комплекса"" ООО";198320, Санкт-Петербург г, Красное Село г, Ленина пр-кт, дом № 43;+7 (812) 741-64-08;Амбулаторно-поликлиническая помощь
"""МЦ ""Здоровье"" ООО";187002, Ленинградская обл, Тосненский р-н, Тосно г, Московское ш, дом № 40;+7 (81361) 28-547;Амбулаторно-поликлиническая помощь
"""МЦ ""Доверие"" ООО";174405, Новгородская обл, Боровичский р-н, Боровичи г, Рабочая ул, дом № 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""МЦ Эко-безопасность"" ООО";187330, Ленинградская обл, Кировский р-н, Отрадное г, Центральная ул, дом № 4а, кв.9-10;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";191119, Санкт-Петербург г, Достоевского ул, дом № 40-44, корпус А;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";191167, Санкт-Петербург г, Обводного канала наб, дом № 13;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";194362, Санкт-Петербург г, Парголово п, Комендантский пр-кт, дом № 140;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";195112, Санкт-Петербург г, Заневский пр-кт, дом № 65;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";196140, Санкт-Петербург г, Пулковское ш, дом № 46;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";196143, Санкт-Петербург г, Юрия Гагарина пр-кт, дом № 65;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";196626, Санкт-Петербург г, Шушары п, Софийская ул, дом № 115;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";197706, Санкт-Петербург г, Сестрорецк г, Левашовское ш, дом № 20;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";198096, Санкт-Петербург г, Корабельная ул, дом № 6, корпус ДН, кв.1-Н;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЦ Эко-безопасность"" ООО";Ленинградская обл, Ломоносовский р-н, Горелово пгт, дом № 1, корпус 1, кв.1.25, 1.26, 1.32;+7 (812) 325-03-05;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЭДИС"" Клиника"" ООО";190000, Санкт-Петербург г, Непокорённых пр-кт, дом № 6, корпус 1;+7 (812) 337-24-82;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЭДИС"" Клиника"" ООО";191036, Санкт-Петербург г, 5-я Советская ул, дом № 21-23-25;+7 (812) 337-24-82;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""МЭДИС"" Клиника"" ООО";197022, Санкт-Петербург г, Большой П.С. пр-кт, дом № 79;+7 (812) 337-24-82;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Наша Клиника"" ООО";188661, Ленинградская обл, Всеволожский р-н, Новое Девяткино д, Главная ул, дом № 60;"+7 (812) 610-77-00
+7 (921) 300-44-08
+7 (921) 858-92-20
+7 (921) 859-67-51";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Наша Клиника"" ООО";188800, Ленинградская обл, Выборгский р-н, Выборг г, Ленинградское ш, дом № 59;"+7 (812) 610-77-00
+7 (921) 300-44-08
+7 (921) 858-92-20
+7 (921) 859-67-51";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Наша Клиника"" ООО";192177, Санкт-Петербург г, Скачков пер, дом № 5;"+7 (812) 610-77-00
+7 (921) 300-44-08
+7 (921) 858-92-20
+7 (921) 859-67-51";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Наша Клиника"" ООО";193318, Санкт-Петербург г, Бадаева ул, дом № 1, корпус 1;"+7 (812) 610-77-00
+7 (921) 300-44-08
+7 (921) 858-92-20
+7 (921) 859-67-51";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Немецкая клиника"" ООО";191025, Санкт-Петербург г, Невский пр-кт, дом № 114-116, корпус литера А, кв.пом.1Н;+7 (812) 432-32-32;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Немецкая клиника"" ООО";196128, Санкт-Петербург г, Варшавская ул, дом № 23;+7 (812) 432-32-32;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Немецкая клиника"" ООО";196128, Санкт-Петербург г, Чернышевского пл, дом № 11;+7 (812) 432-32-32;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""НИЛЦ ""Деома"" ООО";190000, Санкт-Петербург г, Большой В. О. пр-кт, дом № 49;+7 (812) 320-70-00;Амбулаторно-поликлиническая помощь
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Константиновская ул, дом № 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Санкт-Петербургский пр-кт, дом № 20;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""Николаевская больница"" СПб ГБУЗ";198510, Санкт-Петербург г, Петергоф г, Царицынская ул, дом № 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НИЦ ЭКО-БЕЗОПАСНОСТЬ"" ООО";196143, Санкт-Петербург г, Юрия Гагарина пр-кт, дом № 65;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НМИЦ ""МНТК ""Микрохирургия Глаза"" им. Акад. С.Н. Федорова"" Минздрава России"" ФГАУ филиал Санкт-Петер";192283, Санкт-Петербург г, Ярослава Гашека ул, дом № 21;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";191014, Санкт-Петербург г, Маяковского ул, дом № 12, корпус лит. Р;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";194156, Санкт-Петербург г, Пархоменко пр-кт, дом № 15;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";197341, Санкт-Петербург г, Аккуратова ул, дом № 2;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""НМИЦ ИМ . В .А .АЛМАЗОВА"" МИНЗДРАВА РОССИИ"" ФГБУ";197341, Санкт-Петербург г, Коломяжский пр-кт, дом № 21, корпус 2, кв.строение 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""Новое Русское Качество"" ООО";107031, Москва г, Петровский пер, дом № 5, корпус стр.4;+7 (495) 225-54-04;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""Новое Русское Качество"" ООО";121108, Москва г, Герасима Курина ул, дом № 16;+7 (495) 225-54-04;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""Новое Русское Качество"" ООО";121353, Москва г, Беловежская ул, дом № 55;+7 (495) 225-54-04;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""Новое Русское Качество"" ООО";127083, Москва г, Верхняя Масловка ул, дом № 10, корпус стр.4;+7 (495) 225-54-04;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""Она"" МО"" ООО";185035, Карелия Респ, Петрозаводск г, Кирова ул, дом № 40;+7 (812) 670-00-33;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Она"" МО"" ООО";190013, Санкт-Петербург г, Реки Фонтанки наб, дом № 108;+7 (812) 670-00-33;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Она"" МО"" ООО";190013, Санкт-Петербург г, Реки Фонтанки наб, дом № 110;+7 (812) 670-00-33;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Она"" МО"" ООО";191002, Санкт-Петербург г, Графский пер, дом № 7, корпус А, помещ 6-H;+7 (812) 670-00-33;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""Она"" МО"" ООО";195196, Санкт-Петербург г, Рижская ул, дом № 12;+7 (812) 670-00-33;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""ОСНОВА"" КЛИНИКА"" ООО";197227, Санкт-Петербург г, Комендантский пр-кт, дом № 2, лит А, пом 12-Н;+7 (812) 779-10-39;Амбулаторно-поликлиническая помощь
"""ОСНОВА"" КЛИНИКА"" ООО";197227, Санкт-Петербург г, Серебристый б-р, дом № 20, литер А, пом. 1Н;+7 (812) 779-10-39;Амбулаторно-поликлиническая помощь
"""Панорама Мед"" ООО";198320, Санкт-Петербург г, Красное Село г, Кингисеппское ш, дом № 47;+7 (812) 402-44-24;Амбулаторно-поликлиническая помощь
"""ПГУПС"" ФГБОУ ВО";190000, Санкт-Петербург г, Московский пр-кт, дом № 13;+7 (812) 457-89-20;Амбулаторно-поликлиническая помощь
"""ПГУПС"" ФГБОУ ВО";190000, Санкт-Петербург г, Реки Фонтанки наб, дом № 115;+7 (812) 457-89-20;Амбулаторно-поликлиническая помощь
"""Первая Невская Клиника"" ООО";194354, Санкт-Петербург г, Есенина ул, дом № 1;+7 (812) 361-11-11;Амбулаторно-поликлиническая помощь
"""Первая семейная клиника Петербурга"" ООО";190000, Санкт-Петербург г, Коломяжский пр-кт, дом № 27, Лит.А, пом. 67-Н,68-Н;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";192242, Санкт-Петербург г, Белы Куна ул, дом № 1, корпус 2;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";192242, Санкт-Петербург г, Белы Куна ул, дом № 1, корпус 3;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";195220, Санкт-Петербург г, Гражданский пр-кт, дом № 36, корпус лит. А;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";197101, Санкт-Петербург г, Каменноостровский пр-кт, дом № 16;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";197341, Санкт-Петербург г, Коломяжский пр-кт, дом № 36, корпус 2, лит.А, пом.12Н;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";197341, Санкт-Петербург г, Коломяжский пр-кт, дом № 36, корпус 2, лит.А, пом.13-Н;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Первая семейная клиника Петербурга"" ООО";197372, Санкт-Петербург г, Гаккелевская ул, дом № 20, корпус 1, лит.Б;+7 (812) 300-5-300;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Петербургский метрополитен "" ГУП";198216, Санкт-Петербург г, Трамвайный пр-кт, дом № 22, корпус 2;+7 (812) 7183303;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""ПЕТРОКЛИНИКА-КУДРОВО"" ООО";188689, Ленинградская обл, Всеволожский р-н, Кудрово д, Ленинградская ул, дом № 9/8;+7 (812) 490-76-00;Амбулаторно-поликлиническая помощь
"""Поликлиника ""Кингисеппская"" М АУ";188480, Ленинградская обл, Кингисеппский р-н, Кингисепп г, Большая Советская ул, дом № 22;"+7 (81375) 276-78
+7 (81375) 763-33";Амбулаторно-поликлиническая помощь
"""ПЕТЕРГОФ-МЕД"" ООО";198206, Санкт-Петербург г, Петергофское ш, дом № 53 лит.А, пом.28Н;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""ПЕТЕРГОФ-МЕД"" ООО";198516, Санкт-Петербург г, Петергоф г, Озерковая ул, дом № 45. Лит.А;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""ПЕТЕРГОФ-МЕД"" ООО";198516, Санкт-Петербург г, Петергоф г, Разводная ул, дом № 19, корпус 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""ПЕТЕРГОФ-МЕД"" ООО";198516, Санкт-Петербург г, Петергоф г, Разводная ул, дом № 45, корпус 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""Поликлиника №1"" ФГБУ""";Москва г, Сивцев Вражек пер, дом № 26/28;"+7 (499) 241-03-52
+7 (499) 241-03-99
+7 (499) 241-05-16
+7 (499) 241-06-75
+7 (499) 241-08-56
+7 (499) 241-08-69
+7 (499) 241-13-63
+7 (499) 241-18-12
+7 (499) 241-48-61
+7 (499) 241-48-82
+7 (499) 241-49-00
+7 (499) 241-51-74
+7 (499) 241-53-70
+7 (499) 241-68-14
+7 (499) 241-68-89
+7 (499) 241-74-67
+7 (499) 241-75-29";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Поликлинический комплекс"" АО";190013, Санкт-Петербург г, Московский пр-кт, дом № 22;"+7 (812) 316-59-39
+7 (812) 777-97-77";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""ПОЭМА ЗДОРОВЬЯ"" ООО";194356, Санкт-Петербург г, Асафьева ул, дом № 9, корпус 2, кв.литер А, пом. 5Н;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""ПФ"" ООО";188541, Ленинградская обл, Сосновый Бор г, Парковая ул, дом № 20А;"+7 (81369) 2-22-19
+7 (81369) 4-73-21";Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""РЖД-Медицина"" г. Выборг"" ЧУЗ";188800, Ленинградская обл, Выборгский р-н, Выборг г, Ленинградское ш, дом № 23;+7 (81378) 21-246;Амбулаторно-поликлиническая помощь
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";173002, Новгородская обл, Великий Новгород г, Воскресенский б-р, дом № 5а;"+7 (812) 458-38-38
+7 (812) 6790171
+7 (921) 356-23-36";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";174260, Новгородская обл, Маловишерский р-н, Малая Вишера г, Красноармейская ул, дом № 2;"+7 (812) 458-38-38
+7 (812) 6790171
+7 (921) 356-23-36";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";192007, Санкт-Петербург г, Боровая ул, дом № 55;"+7 (812) 458-38-38
+7 (812) 6790171
+7 (921) 356-23-36";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";195271, Санкт-Петербург г, Мечникова пр-кт, дом № 23;"+7 (812) 458-38-38
+7 (812) 6790171
+7 (921) 356-23-36";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""РЖД-Медицина"" г. С-Петербурга"" КБ"" ЧУЗ";195271, Санкт-Петербург г, Мечникова пр-кт, дом № 27;"+7 (812) 458-38-38
+7 (812) 6790171
+7 (921) 356-23-36";Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""Семейный доктор"" МК"" ООО";105005, Москва г, Бауманская ул, дом № 58/25, корпус 12, стр.2;+7 (495) 775-75-66;Амбулаторно-поликлиническая помощь
"""Семейный доктор"" МК"" ООО";115184, Москва г, Озерковская наб, дом № 4;+7 (495) 775-75-66;Амбулаторно-поликлиническая помощь
"""Семейный доктор"" МК"" ООО";119048, Москва г, Усачева ул, дом № 33, корпус стр.5;+7 (495) 775-75-66;Амбулаторно-поликлиническая помощь
"""Семейный доктор"" МК"" ООО";119048, Москва г, Усачева ул, дом № 33, стр 3;+7 (495) 775-75-66;Амбулаторно-поликлиническая помощь
"""Семейный доктор"" МК"" ООО";125047, Москва г, Миусская 1-я ул, дом № 2, корпус строение 3;+7 (495) 775-75-66;Амбулаторно-поликлиническая помощь
"""РИАТ СПб"" ООО";192288, Санкт-Петербург г, Бухарестская ул, дом № 118, корпус 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""РИАТ СПб"" ООО";193232, Санкт-Петербург г, Большевиков пр-кт, дом № 25;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""РИАТ СПб"" ООО";195220, Санкт-Петербург г, Гжатская ул, дом № 22, корпус 2;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""РИАТ СПб"" ООО";197343, Санкт-Петербург г, Ланское ш, дом № 14, корпус 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""РИАТ СПб"" ООО";199178, Санкт-Петербург г, 12-я В.О. линия, дом № 39;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";191015, Санкт-Петербург г, Кирочная ул, дом № 41;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";191028, Санкт-Петербург г, Чайковского ул, дом № 27;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";194291, Санкт-Петербург г, Просвещения пр-кт, дом № 45;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";194291, Санкт-Петербург г, Сантьяго-де-Куба ул, дом № 1/28;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";195067, Санкт-Петербург г, Пискаревский пр-кт, дом № 47;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗГМУ им. И.И. Мечникова Минздрава России"" ФГБОУ ВО";195196, Санкт-Петербург г, Заневский пр-кт, дом № 1/82;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь, Стоматологическая помощь
"""СЗМЦ +"" ООО";188304, Ленинградская обл, Гатчинский р-н, Гатчина г, Карла Маркса ул, дом № 9;;Амбулаторно-поликлиническая помощь, Стоматологическая помощь, Помощь на дому в пределах административной границы города
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";175400, Новгородская обл, Валдайский р-н, Валдай г, Песчаная ул, дом № 1;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";194291, Санкт-Петербург г, Культуры пр-кт, дом № 4;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";194291, Санкт-Петербург г, Луначарского пр-кт, дом № 49;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""СЗОНКЦ ИМ.Л.Г.СОКОЛОВА ФМБА РОССИИ"" ФГБУ""";195030, Санкт-Петербург г, Красина (Пороховые) ул, дом № 4;Организация услуг по направлению страховщика;Амбулаторно-поликлиническая помощь
"""СЗЦДМ"" АО";173000, Новгородская обл, Великий Новгород г, Славная ул, дом № 45/24;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";173001, Новгородская обл, Великий Новгород г, Большая Санкт-Петербургская ул, дом № 5/1;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";173004, Новгородская обл, Великий Новгород г, Большая Московская ул, дом № 33;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";173008, Новгородская обл, Великий Новгород г, Павла Левитта ул, дом № 2;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";173021, Новгородская обл, Великий Новгород г, Ломоносова ул, дом № 45;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";173024, Новгородская обл, Великий Новгород г, Кочетова ул, дом № 31;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";174350, Новгородская обл, Окуловский р-н, Окуловка г, Миклухо-Маклая ул, дом № 47 а;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";174411, Новгородская обл, Боровичский р-н, Боровичи г, Коммунарная ул, дом № 55;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";175202, Новгородская обл, Старорусский р-н, Старая Русса г, Минеральная ул, дом № 24;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";175202, Новгородская обл, Старорусский р-н, Старая Русса г, Трибуны ул, дом № 5;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";180016, Псковская обл, Псков г, Коммунальная ул, дом № 17а, помещение 9;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";188230, Ленинградская обл, Лужский р-н, Луга г, Болотная ул, дом № 13;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";188300, Ленинградская обл, Гатчинский р-н, Гатчина г, Горького ул, дом № 3;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";188451, Санкт-Петербург г, Стачек пл, дом № 5, лит. А, 6Н;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
"""СЗЦДМ"" АО";188480, Ленинградская обл, Кингисеппский р-н, Кингисепп г, 1-я линия, дом № 2 Б;"+7 (812) 600-42-00
+7 (812) 611-15-68
+7 (931) 008-06-43";Амбулаторно-поликлиническая помощь, Помощь на дому в пределах административной границы города
